ROUND_NO1	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
9	0	0	0.6	0.6	6.00	4.00	27.00	28.00
10	0	0	0.6	0.6	6.60	4.60	27.00	28.00
11	0	0	0.6	0.6	7.20	5.20	27.00	28.00
12	0	0	0.6	0.6	7.80	5.80	27.00	28.00
13	0	0	0.6	0.6	8.40	6.40	27.00	28.00
14	0	0	0.6	0.6	9.00	7.00	27.00	28.00
15	0	0	0.6	0.6	9.60	7.60	27.00	28.00
16	0	1	0	1	9.60	8.60	27.00	28.00
17	0	0	0.6	0.6	10.20	9.20	27.00	28.00
18	0	0	0.6	0.6	10.80	9.80	27.00	28.00
19	0	0	0.6	0.6	11.40	10.40	27.00	28.00
20	0	0	0.6	0.6	12.00	11.00	27.00	28.00
21	0	0	0.6	0.6	12.60	11.60	27.00	28.00
22	0	0	0.6	0.6	13.20	12.20	27.00	28.00
23	0	0	0.6	0.6	13.80	12.80	27.00	28.00
24	0	0	0.6	0.6	14.40	13.40	27.00	28.00
25	0	0	0.6	0.6	15.00	14.00	27.00	28.00
26	0	0	0.6	0.6	15.60	14.60	27.00	28.00
27	0	0	0.6	0.6	16.20	15.20	27.00	28.00
28	0	0	0.6	0.6	16.80	15.80	27.00	28.00
29	0	0	0.6	0.6	17.40	16.40	27.00	28.00
30	0	0	0.6	0.6	18.00	17.00	27.00	28.00
31	0	0	0.6	0.6	18.60	17.60	27.00	28.00
32	0	0	0.6	0.6	19.20	18.20	27.00	28.00
33	1	1	0.2	0.2	19.40	18.40	27.00	28.00
34	1	1	0.2	0.2	19.60	18.60	27.00	28.00
35	0	0	0.6	0.6	20.20	19.20	27.00	28.00
36	1	0	1	0	21.20	19.20	27.00	28.00
37	1	1	0.2	0.2	21.40	19.40	27.00	28.00
38	1	0	1	0	22.40	19.40	27.00	28.00
39	0	0	0.6	0.6	23.00	20.00	27.00	28.00
40	0	1	0	1	23.00	21.00	27.00	28.00
41	1	0	1	0	24.00	21.00	27.00	28.00
42	0	0	0.6	0.6	24.60	21.60	27.00	28.00
43	0	0	0.6	0.6	25.20	22.20	27.00	28.00
44	0	0	0.6	0.6	25.80	22.80	27.00	28.00
45	0	0	0.6	0.6	26.40	23.40	27.00	28.00
46	0	0	0.6	0.6	27.00	24.00	27.00	28.00
47	0	1	0	1	27.00	25.00	27.00	28.00
48	0	1	0	1	27.00	26.00	27.00	28.00
49	0	1	0	1	27.00	27.00	27.00	28.00
50	0	1	0	1	27.00	28.00	27.00	28.00
ROUND_NO39	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	25.20	25.20
2	1	0	1	0	1.00	1.00	25.20	25.20
3	0	0	0.6	0.6	1.60	1.60	25.20	25.20
4	0	0	0.6	0.6	2.20	2.20	25.20	25.20
5	0	1	0	1	2.20	3.20	25.20	25.20
6	1	0	1	0	3.20	3.20	25.20	25.20
7	0	1	0	1	3.20	4.20	25.20	25.20
8	1	0	1	0	4.20	4.20	25.20	25.20
9	0	1	0	1	4.20	5.20	25.20	25.20
10	1	0	1	0	5.20	5.20	25.20	25.20
11	0	1	0	1	5.20	6.20	25.20	25.20
12	1	0	1	0	6.20	6.20	25.20	25.20
13	0	1	0	1	6.20	7.20	25.20	25.20
14	1	0	1	0	7.20	7.20	25.20	25.20
15	0	1	0	1	7.20	8.20	25.20	25.20
16	1	0	1	0	8.20	8.20	25.20	25.20
17	0	1	0	1	8.20	9.20	25.20	25.20
18	1	0	1	0	9.20	9.20	25.20	25.20
19	0	1	0	1	9.20	10.20	25.20	25.20
20	1	0	1	0	10.20	10.20	25.20	25.20
21	0	1	0	1	10.20	11.20	25.20	25.20
22	1	0	1	0	11.20	11.20	25.20	25.20
23	0	1	0	1	11.20	12.20	25.20	25.20
24	1	0	1	0	12.20	12.20	25.20	25.20
25	0	1	0	1	12.20	13.20	25.20	25.20
26	1	0	1	0	13.20	13.20	25.20	25.20
27	0	1	0	1	13.20	14.20	25.20	25.20
28	1	0	1	0	14.20	14.20	25.20	25.20
29	0	1	0	1	14.20	15.20	25.20	25.20
30	1	0	1	0	15.20	15.20	25.20	25.20
31	0	1	0	1	15.20	16.20	25.20	25.20
32	1	0	1	0	16.20	16.20	25.20	25.20
33	0	1	0	1	16.20	17.20	25.20	25.20
34	1	0	1	0	17.20	17.20	25.20	25.20
35	0	1	0	1	17.20	18.20	25.20	25.20
36	1	0	1	0	18.20	18.20	25.20	25.20
37	0	1	0	1	18.20	19.20	25.20	25.20
38	1	0	1	0	19.20	19.20	25.20	25.20
39	0	1	0	1	19.20	20.20	25.20	25.20
40	1	0	1	0	20.20	20.20	25.20	25.20
41	0	1	0	1	20.20	21.20	25.20	25.20
42	1	0	1	0	21.20	21.20	25.20	25.20
43	0	1	0	1	21.20	22.20	25.20	25.20
44	1	0	1	0	22.20	22.20	25.20	25.20
45	0	1	0	1	22.20	23.20	25.20	25.20
46	1	0	1	0	23.20	23.20	25.20	25.20
47	0	1	0	1	23.20	24.20	25.20	25.20
48	1	0	1	0	24.20	24.20	25.20	25.20
49	0	1	0	1	24.20	25.20	25.20	25.20
50	1	0	1	0	25.20	25.20	25.20	25.20
ROUND_NO40	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	23.40	32.40
2	0	0	0.6	0.6	0.60	1.60	23.40	32.40
3	0	0	0.6	0.6	1.20	2.20	23.40	32.40
4	0	0	0.6	0.6	1.80	2.80	23.40	32.40
5	0	0	0.6	0.6	2.40	3.40	23.40	32.40
6	0	0	0.6	0.6	3.00	4.00	23.40	32.40
7	1	0	1	0	4.00	4.00	23.40	32.40
8	0	0	0.6	0.6	4.60	4.60	23.40	32.40
9	0	0	0.6	0.6	5.20	5.20	23.40	32.40
10	0	0	0.6	0.6	5.80	5.80	23.40	32.40
11	0	0	0.6	0.6	6.40	6.40	23.40	32.40
12	0	0	0.6	0.6	7.00	7.00	23.40	32.40
13	0	1	0	1	7.00	8.00	23.40	32.40
14	0	0	0.6	0.6	7.60	8.60	23.40	32.40
15	0	0	0.6	0.6	8.20	9.20	23.40	32.40
16	0	0	0.6	0.6	8.80	9.80	23.40	32.40
17	0	0	0.6	0.6	9.40	10.40	23.40	32.40
18	0	0	0.6	0.6	10.00	11.00	23.40	32.40
19	0	0	0.6	0.6	10.60	11.60	23.40	32.40
20	0	0	0.6	0.6	11.20	12.20	23.40	32.40
21	0	0	0.6	0.6	11.80	12.80	23.40	32.40
22	0	0	0.6	0.6	12.40	13.40	23.40	32.40
23	0	0	0.6	0.6	13.00	14.00	23.40	32.40
24	0	0	0.6	0.6	13.60	14.60	23.40	32.40
25	0	0	0.6	0.6	14.20	15.20	23.40	32.40
26	0	0	0.6	0.6	14.80	15.80	23.40	32.40
27	0	0	0.6	0.6	15.40	16.40	23.40	32.40
28	0	0	0.6	0.6	16.00	17.00	23.40	32.40
29	0	0	0.6	0.6	16.60	17.60	23.40	32.40
30	0	0	0.6	0.6	17.20	18.20	23.40	32.40
31	1	0	1	0	18.20	18.20	23.40	32.40
32	0	0	0.6	0.6	18.80	18.80	23.40	32.40
33	0	0	0.6	0.6	19.40	19.40	23.40	32.40
34	0	0	0.6	0.6	20.00	20.00	23.40	32.40
35	0	0	0.6	0.6	20.60	20.60	23.40	32.40
36	0	0	0.6	0.6	21.20	21.20	23.40	32.40
37	0	0	0.6	0.6	21.80	21.80	23.40	32.40
38	1	1	0.2	0.2	22.00	22.00	23.40	32.40
39	0	1	0	1	22.00	23.00	23.40	32.40
40	1	1	0.2	0.2	22.20	23.20	23.40	32.40
41	0	0	0.6	0.6	22.80	23.80	23.40	32.40
42	0	0	0.6	0.6	23.40	24.40	23.40	32.40
43	0	1	0	1	23.40	25.40	23.40	32.40
44	0	1	0	1	23.40	26.40	23.40	32.40
45	0	1	0	1	23.40	27.40	23.40	32.40
46	0	1	0	1	23.40	28.40	23.40	32.40
47	0	1	0	1	23.40	29.40	23.40	32.40
48	0	1	0	1	23.40	30.40	23.40	32.40
49	0	1	0	1	23.40	31.40	23.40	32.40
50	0	1	0	1	23.40	32.40	23.40	32.40
ROUND_NO41	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	25.80	26.80
2	0	0	0.6	0.6	1.20	1.20	25.80	26.80
3	0	1	0	1	1.20	2.20	25.80	26.80
4	0	0	0.6	0.6	1.80	2.80	25.80	26.80
5	0	0	0.6	0.6	2.40	3.40	25.80	26.80
6	0	0	0.6	0.6	3.00	4.00	25.80	26.80
7	0	0	0.6	0.6	3.60	4.60	25.80	26.80
8	0	0	0.6	0.6	4.20	5.20	25.80	26.80
9	0	0	0.6	0.6	4.80	5.80	25.80	26.80
10	0	0	0.6	0.6	5.40	6.40	25.80	26.80
11	0	0	0.6	0.6	6.00	7.00	25.80	26.80
12	1	0	1	0	7.00	7.00	25.80	26.80
13	0	0	0.6	0.6	7.60	7.60	25.80	26.80
14	0	0	0.6	0.6	8.20	8.20	25.80	26.80
15	0	1	0	1	8.20	9.20	25.80	26.80
16	1	0	1	0	9.20	9.20	25.80	26.80
17	0	1	0	1	9.20	10.20	25.80	26.80
18	1	0	1	0	10.20	10.20	25.80	26.80
19	0	1	0	1	10.20	11.20	25.80	26.80
20	1	0	1	0	11.20	11.20	25.80	26.80
21	0	1	0	1	11.20	12.20	25.80	26.80
22	1	0	1	0	12.20	12.20	25.80	26.80
23	0	1	0	1	12.20	13.20	25.80	26.80
24	1	0	1	0	13.20	13.20	25.80	26.80
25	0	1	0	1	13.20	14.20	25.80	26.80
26	1	0	1	0	14.20	14.20	25.80	26.80
27	0	1	0	1	14.20	15.20	25.80	26.80
28	1	0	1	0	15.20	15.20	25.80	26.80
29	0	1	0	1	15.20	16.20	25.80	26.80
30	1	0	1	0	16.20	16.20	25.80	26.80
31	0	1	0	1	16.20	17.20	25.80	26.80
32	1	0	1	0	17.20	17.20	25.80	26.80
33	0	1	0	1	17.20	18.20	25.80	26.80
34	1	0	1	0	18.20	18.20	25.80	26.80
35	0	1	0	1	18.20	19.20	25.80	26.80
36	1	0	1	0	19.20	19.20	25.80	26.80
37	0	1	0	1	19.20	20.20	25.80	26.80
38	1	0	1	0	20.20	20.20	25.80	26.80
39	0	1	0	1	20.20	21.20	25.80	26.80
40	1	0	1	0	21.20	21.20	25.80	26.80
41	0	1	0	1	21.20	22.20	25.80	26.80
42	1	0	1	0	22.20	22.20	25.80	26.80
43	0	1	0	1	22.20	23.20	25.80	26.80
44	1	0	1	0	23.20	23.20	25.80	26.80
45	0	1	0	1	23.20	24.20	25.80	26.80
46	1	0	1	0	24.20	24.20	25.80	26.80
47	0	1	0	1	24.20	25.20	25.80	26.80
48	1	0	1	0	25.20	25.20	25.80	26.80
49	0	1	0	1	25.20	26.20	25.80	26.80
50	0	0	0.6	0.6	25.80	26.80	25.80	26.80
ROUND_NO42	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	27.00	27.00
2	0	0	0.6	0.6	1.60	0.60	27.00	27.00
3	0	0	0.6	0.6	2.20	1.20	27.00	27.00
4	0	0	0.6	0.6	2.80	1.80	27.00	27.00
5	0	0	0.6	0.6	3.40	2.40	27.00	27.00
6	0	0	0.6	0.6	4.00	3.00	27.00	27.00
7	0	0	0.6	0.6	4.60	3.60	27.00	27.00
8	0	1	0	1	4.60	4.60	27.00	27.00
9	0	0	0.6	0.6	5.20	5.20	27.00	27.00
10	0	0	0.6	0.6	5.80	5.80	27.00	27.00
11	0	0	0.6	0.6	6.40	6.40	27.00	27.00
12	0	0	0.6	0.6	7.00	7.00	27.00	27.00
13	0	0	0.6	0.6	7.60	7.60	27.00	27.00
14	0	0	0.6	0.6	8.20	8.20	27.00	27.00
15	0	0	0.6	0.6	8.80	8.80	27.00	27.00
16	0	0	0.6	0.6	9.40	9.40	27.00	27.00
17	0	0	0.6	0.6	10.00	10.00	27.00	27.00
18	0	0	0.6	0.6	10.60	10.60	27.00	27.00
19	0	0	0.6	0.6	11.20	11.20	27.00	27.00
20	0	0	0.6	0.6	11.80	11.80	27.00	27.00
21	0	0	0.6	0.6	12.40	12.40	27.00	27.00
22	0	0	0.6	0.6	13.00	13.00	27.00	27.00
23	0	0	0.6	0.6	13.60	13.60	27.00	27.00
24	0	0	0.6	0.6	14.20	14.20	27.00	27.00
25	0	0	0.6	0.6	14.80	14.80	27.00	27.00
26	0	1	0	1	14.80	15.80	27.00	27.00
27	1	1	0.2	0.2	15.00	16.00	27.00	27.00
28	1	0	1	0	16.00	16.00	27.00	27.00
29	0	1	0	1	16.00	17.00	27.00	27.00
30	1	0	1	0	17.00	17.00	27.00	27.00
31	0	1	0	1	17.00	18.00	27.00	27.00
32	1	0	1	0	18.00	18.00	27.00	27.00
33	0	1	0	1	18.00	19.00	27.00	27.00
34	1	0	1	0	19.00	19.00	27.00	27.00
35	0	1	0	1	19.00	20.00	27.00	27.00
36	1	0	1	0	20.00	20.00	27.00	27.00
37	0	1	0	1	20.00	21.00	27.00	27.00
38	1	0	1	0	21.00	21.00	27.00	27.00
39	0	1	0	1	21.00	22.00	27.00	27.00
40	1	0	1	0	22.00	22.00	27.00	27.00
41	0	1	0	1	22.00	23.00	27.00	27.00
42	1	0	1	0	23.00	23.00	27.00	27.00
43	0	1	0	1	23.00	24.00	27.00	27.00
44	1	0	1	0	24.00	24.00	27.00	27.00
45	0	1	0	1	24.00	25.00	27.00	27.00
46	1	0	1	0	25.00	25.00	27.00	27.00
47	0	1	0	1	25.00	26.00	27.00	27.00
48	1	0	1	0	26.00	26.00	27.00	27.00
49	0	1	0	1	26.00	27.00	27.00	27.00
50	1	0	1	0	27.00	27.00	27.00	27.00
ROUND_NO43	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	1	0.2	0.2	0.20	0.20	24.40	25.40
2	0	0	0.6	0.6	0.80	0.80	24.40	25.40
3	0	0	0.6	0.6	1.40	1.40	24.40	25.40
4	0	1	0	1	1.40	2.40	24.40	25.40
5	1	0	1	0	2.40	2.40	24.40	25.40
6	0	1	0	1	2.40	3.40	24.40	25.40
7	1	0	1	0	3.40	3.40	24.40	25.40
8	0	1	0	1	3.40	4.40	24.40	25.40
9	1	0	1	0	4.40	4.40	24.40	25.40
10	0	1	0	1	4.40	5.40	24.40	25.40
11	1	0	1	0	5.40	5.40	24.40	25.40
12	0	1	0	1	5.40	6.40	24.40	25.40
13	1	0	1	0	6.40	6.40	24.40	25.40
14	0	1	0	1	6.40	7.40	24.40	25.40
15	1	0	1	0	7.40	7.40	24.40	25.40
16	0	1	0	1	7.40	8.40	24.40	25.40
17	1	0	1	0	8.40	8.40	24.40	25.40
18	0	1	0	1	8.40	9.40	24.40	25.40
19	1	0	1	0	9.40	9.40	24.40	25.40
20	0	1	0	1	9.40	10.40	24.40	25.40
21	1	0	1	0	10.40	10.40	24.40	25.40
22	0	1	0	1	10.40	11.40	24.40	25.40
23	1	0	1	0	11.40	11.40	24.40	25.40
24	0	1	0	1	11.40	12.40	24.40	25.40
25	1	0	1	0	12.40	12.40	24.40	25.40
26	0	1	0	1	12.40	13.40	24.40	25.40
27	1	0	1	0	13.40	13.40	24.40	25.40
28	0	1	0	1	13.40	14.40	24.40	25.40
29	1	0	1	0	14.40	14.40	24.40	25.40
30	0	1	0	1	14.40	15.40	24.40	25.40
31	1	0	1	0	15.40	15.40	24.40	25.40
32	0	1	0	1	15.40	16.40	24.40	25.40
33	1	0	1	0	16.40	16.40	24.40	25.40
34	0	1	0	1	16.40	17.40	24.40	25.40
35	1	0	1	0	17.40	17.40	24.40	25.40
36	0	1	0	1	17.40	18.40	24.40	25.40
37	1	0	1	0	18.40	18.40	24.40	25.40
38	0	1	0	1	18.40	19.40	24.40	25.40
39	1	0	1	0	19.40	19.40	24.40	25.40
40	0	1	0	1	19.40	20.40	24.40	25.40
41	1	0	1	0	20.40	20.40	24.40	25.40
42	0	1	0	1	20.40	21.40	24.40	25.40
43	1	0	1	0	21.40	21.40	24.40	25.40
44	0	1	0	1	21.40	22.40	24.40	25.40
45	1	0	1	0	22.40	22.40	24.40	25.40
46	0	1	0	1	22.40	23.40	24.40	25.40
47	1	0	1	0	23.40	23.40	24.40	25.40
48	0	1	0	1	23.40	24.40	24.40	25.40
49	1	0	1	0	24.40	24.40	24.40	25.40
50	0	1	0	1	24.40	25.40	24.40	25.40
ROUND_NO44	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	25.20	25.20
2	0	1	0	1	1.00	1.00	25.20	25.20
3	0	0	0.6	0.6	1.60	1.60	25.20	25.20
4	0	0	0.6	0.6	2.20	2.20	25.20	25.20
5	1	0	1	0	3.20	2.20	25.20	25.20
6	0	1	0	1	3.20	3.20	25.20	25.20
7	1	0	1	0	4.20	3.20	25.20	25.20
8	0	1	0	1	4.20	4.20	25.20	25.20
9	1	0	1	0	5.20	4.20	25.20	25.20
10	0	1	0	1	5.20	5.20	25.20	25.20
11	1	0	1	0	6.20	5.20	25.20	25.20
12	0	1	0	1	6.20	6.20	25.20	25.20
13	1	0	1	0	7.20	6.20	25.20	25.20
14	0	1	0	1	7.20	7.20	25.20	25.20
15	1	0	1	0	8.20	7.20	25.20	25.20
16	0	1	0	1	8.20	8.20	25.20	25.20
17	1	0	1	0	9.20	8.20	25.20	25.20
18	0	1	0	1	9.20	9.20	25.20	25.20
19	1	0	1	0	10.20	9.20	25.20	25.20
20	0	1	0	1	10.20	10.20	25.20	25.20
21	1	0	1	0	11.20	10.20	25.20	25.20
22	0	1	0	1	11.20	11.20	25.20	25.20
23	1	0	1	0	12.20	11.20	25.20	25.20
24	0	1	0	1	12.20	12.20	25.20	25.20
25	1	0	1	0	13.20	12.20	25.20	25.20
26	0	1	0	1	13.20	13.20	25.20	25.20
27	1	0	1	0	14.20	13.20	25.20	25.20
28	0	1	0	1	14.20	14.20	25.20	25.20
29	1	0	1	0	15.20	14.20	25.20	25.20
30	0	1	0	1	15.20	15.20	25.20	25.20
31	1	0	1	0	16.20	15.20	25.20	25.20
32	0	1	0	1	16.20	16.20	25.20	25.20
33	1	0	1	0	17.20	16.20	25.20	25.20
34	0	1	0	1	17.20	17.20	25.20	25.20
35	1	0	1	0	18.20	17.20	25.20	25.20
36	0	1	0	1	18.20	18.20	25.20	25.20
37	1	0	1	0	19.20	18.20	25.20	25.20
38	0	1	0	1	19.20	19.20	25.20	25.20
39	1	0	1	0	20.20	19.20	25.20	25.20
40	0	1	0	1	20.20	20.20	25.20	25.20
41	1	0	1	0	21.20	20.20	25.20	25.20
42	0	1	0	1	21.20	21.20	25.20	25.20
43	1	0	1	0	22.20	21.20	25.20	25.20
44	0	1	0	1	22.20	22.20	25.20	25.20
45	1	0	1	0	23.20	22.20	25.20	25.20
46	0	1	0	1	23.20	23.20	25.20	25.20
47	1	0	1	0	24.20	23.20	25.20	25.20
48	0	1	0	1	24.20	24.20	25.20	25.20
49	1	0	1	0	25.20	24.20	25.20	25.20
50	0	1	0	1	25.20	25.20	25.20	25.20
ROUND_NO45	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	1	0	1	0.00	1.00	25.20	25.20
2	1	0	1	0	1.00	1.00	25.20	25.20
3	0	0	0.6	0.6	1.60	1.60	25.20	25.20
4	0	0	0.6	0.6	2.20	2.20	25.20	25.20
5	0	1	0	1	2.20	3.20	25.20	25.20
6	1	0	1	0	3.20	3.20	25.20	25.20
7	0	1	0	1	3.20	4.20	25.20	25.20
8	1	0	1	0	4.20	4.20	25.20	25.20
9	0	1	0	1	4.20	5.20	25.20	25.20
10	1	0	1	0	5.20	5.20	25.20	25.20
11	0	1	0	1	5.20	6.20	25.20	25.20
12	1	0	1	0	6.20	6.20	25.20	25.20
13	0	1	0	1	6.20	7.20	25.20	25.20
14	1	0	1	0	7.20	7.20	25.20	25.20
15	0	1	0	1	7.20	8.20	25.20	25.20
16	1	0	1	0	8.20	8.20	25.20	25.20
17	0	1	0	1	8.20	9.20	25.20	25.20
18	1	0	1	0	9.20	9.20	25.20	25.20
19	0	1	0	1	9.20	10.20	25.20	25.20
20	1	0	1	0	10.20	10.20	25.20	25.20
21	0	1	0	1	10.20	11.20	25.20	25.20
22	1	0	1	0	11.20	11.20	25.20	25.20
23	0	1	0	1	11.20	12.20	25.20	25.20
24	1	0	1	0	12.20	12.20	25.20	25.20
25	0	1	0	1	12.20	13.20	25.20	25.20
26	1	0	1	0	13.20	13.20	25.20	25.20
27	0	1	0	1	13.20	14.20	25.20	25.20
28	1	0	1	0	14.20	14.20	25.20	25.20
29	0	1	0	1	14.20	15.20	25.20	25.20
30	1	0	1	0	15.20	15.20	25.20	25.20
31	0	1	0	1	15.20	16.20	25.20	25.20
32	1	0	1	0	16.20	16.20	25.20	25.20
33	0	1	0	1	16.20	17.20	25.20	25.20
34	1	0	1	0	17.20	17.20	25.20	25.20
35	0	1	0	1	17.20	18.20	25.20	25.20
36	1	0	1	0	18.20	18.20	25.20	25.20
37	0	1	0	1	18.20	19.20	25.20	25.20
38	1	0	1	0	19.20	19.20	25.20	25.20
39	0	1	0	1	19.20	20.20	25.20	25.20
40	1	0	1	0	20.20	20.20	25.20	25.20
41	0	1	0	1	20.20	21.20	25.20	25.20
42	1	0	1	0	21.20	21.20	25.20	25.20
43	0	1	0	1	21.20	22.20	25.20	25.20
44	1	0	1	0	22.20	22.20	25.20	25.20
45	0	1	0	1	22.20	23.20	25.20	25.20
46	1	0	1	0	23.20	23.20	25.20	25.20
47	0	1	0	1	23.20	24.20	25.20	25.20
48	1	0	1	0	24.20	24.20	25.20	25.20
49	0	1	0	1	24.20	25.20	25.20	25.20
50	1	0	1	0	25.20	25.20	25.20	25.20
ROUND_NO46	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	29.20	27.20
2	1	0	1	0	2.00	0.00	29.20	27.20
3	0	0	0.6	0.6	2.60	0.60	29.20	27.20
4	0	0	0.6	0.6	3.20	1.20	29.20	27.20
5	0	0	0.6	0.6	3.80	1.80	29.20	27.20
6	0	0	0.6	0.6	4.40	2.40	29.20	27.20
7	0	0	0.6	0.6	5.00	3.00	29.20	27.20
8	0	0	0.6	0.6	5.60	3.60	29.20	27.20
9	0	0	0.6	0.6	6.20	4.20	29.20	27.20
10	0	0	0.6	0.6	6.80	4.80	29.20	27.20
11	0	1	0	1	6.80	5.80	29.20	27.20
12	0	0	0.6	0.6	7.40	6.40	29.20	27.20
13	0	0	0.6	0.6	8.00	7.00	29.20	27.20
14	0	0	0.6	0.6	8.60	7.60	29.20	27.20
15	0	0	0.6	0.6	9.20	8.20	29.20	27.20
16	0	0	0.6	0.6	9.80	8.80	29.20	27.20
17	0	0	0.6	0.6	10.40	9.40	29.20	27.20
18	0	0	0.6	0.6	11.00	10.00	29.20	27.20
19	0	0	0.6	0.6	11.60	10.60	29.20	27.20
20	0	0	0.6	0.6	12.20	11.20	29.20	27.20
21	0	0	0.6	0.6	12.80	11.80	29.20	27.20
22	0	0	0.6	0.6	13.40	12.40	29.20	27.20
23	0	0	0.6	0.6	14.00	13.00	29.20	27.20
24	0	0	0.6	0.6	14.60	13.60	29.20	27.20
25	0	0	0.6	0.6	15.20	14.20	29.20	27.20
26	0	0	0.6	0.6	15.80	14.80	29.20	27.20
27	0	0	0.6	0.6	16.40	15.40	29.20	27.20
28	0	0	0.6	0.6	17.00	16.00	29.20	27.20
29	0	0	0.6	0.6	17.60	16.60	29.20	27.20
30	0	0	0.6	0.6	18.20	17.20	29.20	27.20
31	0	0	0.6	0.6	18.80	17.80	29.20	27.20
32	0	0	0.6	0.6	19.40	18.40	29.20	27.20
33	0	0	0.6	0.6	20.00	19.00	29.20	27.20
34	0	0	0.6	0.6	20.60	19.60	29.20	27.20
35	0	0	0.6	0.6	21.20	20.20	29.20	27.20
36	1	0	1	0	22.20	20.20	29.20	27.20
37	0	1	0	1	22.20	21.20	29.20	27.20
38	1	0	1	0	23.20	21.20	29.20	27.20
39	0	1	0	1	23.20	22.20	29.20	27.20
40	1	0	1	0	24.20	22.20	29.20	27.20
41	0	1	0	1	24.20	23.20	29.20	27.20
42	1	0	1	0	25.20	23.20	29.20	27.20
43	0	1	0	1	25.20	24.20	29.20	27.20
44	1	0	1	0	26.20	24.20	29.20	27.20
45	0	1	0	1	26.20	25.20	29.20	27.20
46	1	0	1	0	27.20	25.20	29.20	27.20
47	0	1	0	1	27.20	26.20	29.20	27.20
48	1	0	1	0	28.20	26.20	29.20	27.20
49	0	1	0	1	28.20	27.20	29.20	27.20
50	1	0	1	0	29.20	27.20	29.20	27.20
ROUND_NO47	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	0	0	0.6	0.6	0.60	0.60	27.40	28.40
2	0	0	0.6	0.6	1.20	1.20	27.40	28.40
3	1	0	1	0	2.20	1.20	27.40	28.40
4	0	0	0.6	0.6	2.80	1.80	27.40	28.40
5	0	0	0.6	0.6	3.40	2.40	27.40	28.40
6	0	1	0	1	3.40	3.40	27.40	28.40
7	0	0	0.6	0.6	4.00	4.00	27.40	28.40
8	0	0	0.6	0.6	4.60	4.60	27.40	28.40
9	0	0	0.6	0.6	5.20	5.20	27.40	28.40
10	0	0	0.6	0.6	5.80	5.80	27.40	28.40
11	0	0	0.6	0.6	6.40	6.40	27.40	28.40
12	0	0	0.6	0.6	7.00	7.00	27.40	28.40
13	0	0	0.6	0.6	7.60	7.60	27.40	28.40
14	0	0	0.6	0.6	8.20	8.20	27.40	28.40
15	0	0	0.6	0.6	8.80	8.80	27.40	28.40
16	0	0	0.6	0.6	9.40	9.40	27.40	28.40
17	0	0	0.6	0.6	10.00	10.00	27.40	28.40
18	0	0	0.6	0.6	10.60	10.60	27.40	28.40
19	0	0	0.6	0.6	11.20	11.20	27.40	28.40
20	0	0	0.6	0.6	11.80	11.80	27.40	28.40
21	0	0	0.6	0.6	12.40	12.40	27.40	28.40
22	0	0	0.6	0.6	13.00	13.00	27.40	28.40
23	0	0	0.6	0.6	13.60	13.60	27.40	28.40
24	0	0	0.6	0.6	14.20	14.20	27.40	28.40
25	0	0	0.6	0.6	14.80	14.80	27.40	28.40
26	0	0	0.6	0.6	15.40	15.40	27.40	28.40
27	0	0	0.6	0.6	16.00	16.00	27.40	28.40
28	0	0	0.6	0.6	16.60	16.60	27.40	28.40
29	0	0	0.6	0.6	17.20	17.20	27.40	28.40
30	0	0	0.6	0.6	17.80	17.80	27.40	28.40
31	0	0	0.6	0.6	18.40	18.40	27.40	28.40
32	0	0	0.6	0.6	19.00	19.00	27.40	28.40
33	0	0	0.6	0.6	19.60	19.60	27.40	28.40
34	0	0	0.6	0.6	20.20	20.20	27.40	28.40
35	0	1	0	1	20.20	21.20	27.40	28.40
36	1	1	0.2	0.2	20.40	21.40	27.40	28.40
37	1	0	1	0	21.40	21.40	27.40	28.40
38	0	1	0	1	21.40	22.40	27.40	28.40
39	1	0	1	0	22.40	22.40	27.40	28.40
40	0	1	0	1	22.40	23.40	27.40	28.40
41	1	0	1	0	23.40	23.40	27.40	28.40
42	0	1	0	1	23.40	24.40	27.40	28.40
43	1	0	1	0	24.40	24.40	27.40	28.40
44	0	1	0	1	24.40	25.40	27.40	28.40
